bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,lat,long,sqft_lot15,idade_imovel,foi_reformado,zip_baixa,zip_media,zip_alta,zip_muito_alta,price
3.0,1.75,1560.0,10919,1.0,0,0,3,7,0,47.2917,-122.366,10919,39,0,0,0,0,0,236000.0
3.0,2.5,2600.0,4750,1.0,0,0,4,9,900,47.6833,-122.4,4750,63,0,0,1,0,0,790000.0
3.0,1.0,2010.0,6000,1.0,0,0,3,7,800,47.5515,-122.298,6000,47,0,1,0,0,0,350000.0
2.0,1.0,780.0,5300,1.0,0,0,3,6,0,47.513,-122.354,5300,74,0,0,0,0,0,130000.0
4.0,2.5,1982.0,6406,2.0,0,0,3,8,0,47.3636,-122.192,6501,10,0,0,0,0,0,283200.0
3.0,1.0,1500.0,6250,1.0,0,0,3,6,610,47.5365,-122.368,6250,69,0,1,0,0,0,273000.0
5.0,2.25,2460.0,8710,1.0,0,0,4,8,1130,47.6651,-122.15,8870,38,0,0,0,1,0,599000.0
4.0,2.5,2680.0,11998,1.0,0,3,3,8,1170,47.337,-122.321,12746,55,0,0,0,0,0,460000.0
4.0,3.625,4234.5,19160,2.0,0,0,4,10,950,47.7245,-122.095,39066,18,0,0,1,0,0,1157200.0
4.0,1.75,1720.0,8750,1.0,0,0,3,7,860,47.726,-122.21,8750,43,0,0,1,0,0,385000.0
3.0,1.0,1420.0,7420,1.5,0,0,3,6,0,47.4949,-122.239,6600,70,0,0,0,0,0,264250.0
3.0,2.5,1760.0,1472,3.0,0,0,3,8,120,47.6473,-122.374,5400,8,0,0,0,0,1,608000.0
3.0,2.5,2790.0,19160,2.0,0,0,4,9,0,47.3487,-122.088,37834,30,0,0,0,0,0,450000.0
3.0,2.0,2360.0,4800,2.0,0,0,3,9,0,47.6317,-122.312,4800,105,1,0,0,0,1,1755000.0
5.0,2.0,1890.0,6050,2.0,0,0,4,7,0,47.5018,-122.242,6050,70,0,0,0,0,0,339950.0
5.5,3.625,3810.0,6150,2.0,0,0,4,8,0,47.694,-122.34,5125,38,0,0,0,1,0,760000.0
2.0,1.0,1160.0,5395,1.0,0,0,3,7,300,47.7007,-122.354,5363,75,0,0,0,1,0,350000.0
3.0,1.75,2320.0,19160,1.0,0,2,4,8,0,47.3121,-122.253,26112,55,0,0,0,0,0,541500.0
5.5,2.75,3280.0,16449,1.0,0,0,4,7,1370,47.5914,-122.134,9532,52,0,0,0,1,0,730000.0
3.0,1.0,980.0,5600,1.0,0,0,2,6,0,47.5308,-122.361,5302,66,0,1,0,0,0,215000.0
3.0,2.0,1640.0,9972,1.0,0,0,4,7,0,47.5812,-122.002,10165,37,0,0,0,0,1,420000.0
4.0,2.25,2060.0,8470,1.0,0,0,3,8,620,47.5605,-122.124,8978,31,0,0,0,0,1,655000.0
3.0,2.5,1500.0,10652,2.0,0,0,4,7,0,47.4015,-122.176,7417,34,0,0,0,0,0,240000.0
4.0,2.0,2360.0,6000,1.0,0,0,5,7,1100,47.6534,-122.41,6000,75,0,0,0,0,1,730000.0
4.0,1.5,1940.0,12100,1.0,0,0,3,7,0,47.6892,-122.164,12100,52,0,0,0,0,1,390000.0
3.0,1.0,1280.0,10000,1.0,0,0,4,7,0,47.5716,-122.139,10000,60,0,0,0,0,1,473000.0
4.0,3.5,3630.0,5670,2.0,0,0,3,10,0,47.5189,-122.206,5400,45,1,1,0,0,0,698000.0
3.0,2.5,1820.0,4883,2.0,0,0,3,9,0,47.7355,-122.224,5002,9,0,0,1,0,0,511000.0
2.0,1.5,960.0,1808,2.0,0,0,3,7,0,47.6183,-122.298,1668,21,0,0,0,1,0,358000.0
3.0,1.75,1630.0,8400,1.0,0,0,4,7,570,47.5983,-122.149,7245,60,0,0,0,1,0,499990.0
4.0,2.25,1940.0,10200,1.0,0,0,3,7,580,47.4253,-122.283,10200,55,0,0,0,0,0,322000.0
3.0,1.0,980.0,9682,1.0,0,0,3,7,0,47.4136,-122.207,9682,45,0,0,0,0,0,201000.0
4.0,2.5,3140.0,16200,1.0,0,1,3,9,570,47.4363,-122.342,13200,26,0,1,0,0,0,765000.0
4.0,2.75,2880.0,5750,1.5,0,0,5,9,1170,47.5874,-122.387,5750,86,0,0,0,1,0,920000.0
4.0,2.0,1650.0,7552,1.0,0,0,4,7,790,47.7765,-122.324,7199,38,0,1,0,0,0,360000.0
3.0,1.75,1980.0,9220,2.0,0,0,3,8,0,47.2602,-122.219,8305,28,0,1,0,0,0,297300.0
3.0,1.0,860.0,9403,1.0,0,0,4,6,0,47.6815,-122.173,13009,72,1,0,0,0,1,399000.0
3.0,1.0,1430.0,10005,1.5,0,0,4,7,0,47.7181,-122.338,8822,64,0,1,0,0,0,400000.0
3.0,1.75,1260.0,10164,1.0,0,0,4,6,0,47.4752,-122.133,10640,50,0,0,1,0,0,230000.0
3.0,1.0,960.0,4560,1.0,0,0,4,7,0,47.5539,-122.365,4800,47,0,1,0,0,0,290000.0
3.0,2.5,2060.0,7658,2.0,0,0,3,8,0,47.2923,-122.36,7299,12,0,0,0,0,0,323800.0
4.0,1.5,1430.0,6380,1.5,0,0,4,9,0,47.7014,-122.313,5112,84,0,0,1,0,0,574500.0
3.0,2.25,1670.0,1596,2.0,0,0,3,8,450,47.6474,-122.396,1596,12,0,0,0,0,1,505000.0
2.0,1.0,880.0,10950,1.0,0,0,4,7,0,47.7332,-122.352,7560,71,0,1,0,0,0,372500.0
3.0,1.5,1300.0,19160,1.0,0,0,3,7,0,47.6686,-122.153,9744,50,0,0,0,1,0,425000.0
3.0,2.5,2380.0,19160,1.5,0,0,3,9,0,47.4525,-121.748,68824,15,0,0,1,0,0,446250.0
2.0,0.75,520.0,6862,1.0,0,0,4,4,0,47.326,-122.037,8756,90,1,1,0,0,0,330000.0
3.0,2.5,2680.0,17707,2.0,0,1,3,9,0,47.7031,-122.224,21743,32,0,0,1,0,0,608095.0
3.0,2.5,2140.0,10136,1.0,0,0,3,8,820,47.5602,-122.184,11200,57,0,0,0,0,1,550000.0
4.0,2.5,1820.0,16103,2.0,0,0,3,7,0,47.3553,-122.196,21277,10,0,0,0,0,0,265000.0
4.0,2.25,1820.0,8255,1.5,0,0,4,7,500,47.723,-122.337,7628,84,0,1,0,0,0,399888.0
2.0,1.0,1050.0,2570,1.0,0,0,5,7,200,47.6764,-122.366,2800,87,0,0,1,0,0,430000.0
3.0,2.5,2100.0,6092,2.0,0,0,3,8,0,47.7508,-122.239,8592,2,0,0,1,0,0,554990.0
3.0,2.5,2210.0,6280,2.0,0,0,3,8,0,47.35,-122.043,5972,11,0,1,0,0,0,359950.0
2.0,1.0,860.0,2599,1.0,0,0,4,6,0,47.675,-122.379,3900,113,0,0,1,0,0,405000.0
2.0,1.0,870.0,4025,1.0,0,0,3,7,0,47.7243,-122.161,3488,34,0,0,1,0,0,280000.0
4.0,2.25,2570.0,11070,2.0,0,0,4,8,0,47.4507,-122.152,9600,49,0,1,0,0,0,479950.0
5.0,1.75,2980.0,19160,1.0,0,0,4,9,750,47.4908,-122.059,75546,38,0,0,0,1,0,575000.0
4.0,2.25,2360.0,7733,2.0,0,0,3,8,0,47.4403,-122.137,7733,32,0,1,0,0,0,392000.0
4.0,2.25,2310.0,19160,2.0,0,0,4,9,0,47.7506,-122.122,36136,38,0,0,1,0,0,760500.0
3.0,2.5,2300.0,9521,2.0,0,0,3,8,0,47.7447,-121.976,10042,11,0,0,1,0,0,435000.0
4.0,2.75,2810.0,8570,2.0,0,0,3,10,0,47.6159,-122.211,9621,21,0,0,0,0,1,1565000.0
4.0,1.5,2040.0,10488,1.0,0,0,3,7,850,47.4557,-122.269,10488,53,0,0,0,0,0,261000.0
3.0,2.25,3290.0,5000,2.0,0,0,3,9,560,47.6582,-122.28,4000,76,0,0,0,0,1,1482500.0
5.5,3.625,2960.0,2665,2.0,0,0,3,9,1010,47.5835,-122.313,4410,88,1,0,1,0,0,853800.0
3.0,2.5,2670.0,10496,2.0,0,0,3,9,0,47.6272,-122.026,8636,25,0,0,0,0,1,657500.0
4.0,2.5,2530.0,9933,2.0,0,2,3,8,520,47.2654,-122.216,9933,24,0,1,0,0,0,331950.0
3.0,1.75,1720.0,5899,1.0,0,1,3,8,500,47.5399,-122.385,6244,28,0,0,1,0,0,514000.0
3.0,3.5,3090.0,19160,2.0,0,2,4,9,1070,47.3541,-122.453,17085,19,0,0,1,0,0,496000.0
4.0,2.5,3930.0,19160,2.0,0,0,3,11,0,47.7209,-122.128,20000,28,0,0,0,1,0,1093000.0
3.0,1.0,1120.0,5200,1.0,0,0,5,7,0,47.3638,-122.088,5200,38,0,0,0,0,0,195700.0
4.0,2.25,3960.0,8640,2.0,0,2,3,9,1330,47.6317,-122.304,8640,89,0,0,0,0,1,1395710.0
4.0,3.25,4060.0,19160,2.0,0,0,3,10,0,47.7213,-122.055,23958,23,0,0,0,0,1,1175000.0
3.0,2.5,2350.0,9648,1.0,0,0,4,9,0,47.6156,-122.108,10512,48,0,0,0,1,0,643403.0
4.0,2.5,2380.0,7066,2.0,0,0,4,7,0,47.3982,-122.172,8127,17,0,0,0,0,0,357000.0
3.0,1.75,1480.0,8163,1.0,0,0,3,7,440,47.638,-122.206,11124,62,0,0,0,0,1,865000.0
3.0,2.5,2930.0,9280,2.0,0,0,4,10,0,47.6335,-122.151,10090,26,0,0,0,1,0,905000.0
3.0,1.5,1290.0,7100,1.0,0,0,3,6,0,47.4227,-122.332,7183,60,0,0,0,0,0,265000.0
2.0,2.5,2730.0,7246,2.0,0,0,3,9,0,47.512,-122.175,7214,16,0,1,0,0,0,535000.0
3.0,1.0,1290.0,5440,1.0,0,0,4,6,500,47.6951,-122.367,5464,85,0,0,1,0,0,450000.0
4.0,2.5,2170.0,7533,2.0,0,0,3,8,0,47.5057,-122.149,8728,24,0,0,1,0,0,460500.0
4.0,1.75,1850.0,8580,1.0,0,0,3,7,710,47.4877,-122.24,9240,54,0,0,0,0,0,315000.0
4.0,2.5,2110.0,13939,1.0,0,0,3,8,840,47.6431,-122.113,8882,37,0,0,0,1,0,607500.0
2.0,1.0,960.0,3235,1.0,0,0,4,7,0,47.661,-122.344,2069,99,0,0,0,1,0,432000.0
3.0,3.625,3910.0,5350,2.0,0,2,5,10,1300,47.6393,-122.408,5350,82,0,0,0,0,1,1695000.0
4.0,2.5,2590.0,6139,2.0,0,0,3,8,0,47.3883,-122.035,6139,13,0,1,0,0,0,479000.0
5.0,2.75,3080.0,6600,2.0,0,0,3,9,0,47.4501,-122.122,6600,13,0,1,0,0,0,475000.0
3.0,1.0,1630.0,8146,1.0,0,0,3,7,0,47.7293,-122.29,8146,62,0,0,1,0,0,415000.0
2.0,1.0,910.0,5000,1.0,0,0,4,6,0,47.683,-122.374,5000,100,0,0,1,0,0,450000.0
3.0,2.5,2780.0,19160,1.5,0,1,4,8,670,47.5844,-122.081,15542,45,0,0,0,0,1,1140000.0
5.0,3.0,3880.0,8432,2.0,0,0,3,7,0,47.4806,-122.176,5623,10,0,1,0,0,0,430000.0
3.0,1.75,1360.0,10742,1.0,0,0,5,7,400,47.4351,-122.173,9000,43,0,1,0,0,0,296000.0
4.0,2.25,2560.0,8927,1.0,0,0,3,7,770,47.34,-122.271,9669,38,0,0,0,0,0,303000.0
4.0,2.5,2600.0,6015,2.0,0,0,3,8,0,47.5971,-122.031,5305,10,0,0,0,0,1,641000.0
3.0,2.25,1220.0,5739,1.0,0,0,3,7,430,47.6952,-122.326,5739,31,0,0,0,1,0,280000.0
3.0,2.0,1560.0,9635,1.0,0,0,3,7,300,47.341,-122.309,8276,48,0,0,0,0,0,260750.0
4.0,2.5,2080.0,5191,2.0,0,0,3,8,0,47.5978,-122.017,5518,13,0,0,0,0,1,601000.0
3.0,1.5,1490.0,6604,1.0,0,0,4,6,0,47.4683,-122.351,6604,96,0,1,0,0,0,255000.0
4.0,2.75,2020.0,10720,1.0,0,0,4,8,600,47.6373,-122.104,10164,38,0,0,0,1,0,555000.0
3.0,1.5,1530.0,10827,1.0,0,0,4,8,0,47.6354,-122.234,10827,59,0,0,0,0,1,865000.0
4.0,2.5,3450.0,17400,1.5,0,0,4,9,1270,47.5969,-122.206,19530,50,0,0,0,0,1,1388000.0
3.0,2.25,1400.0,19160,1.0,0,0,2,7,260,47.3029,-122.069,35093,27,0,1,0,0,0,315000.0
2.0,1.0,1730.0,9610,1.0,0,0,3,7,350,47.2956,-122.285,9812,52,0,0,0,0,0,200000.0
3.0,1.0,1370.0,6450,1.0,0,0,3,7,0,47.7195,-122.288,6898,66,0,0,1,0,0,357000.0
2.0,1.5,1050.0,934,2.0,0,0,3,8,90,47.6029,-122.309,1885,7,0,0,0,1,0,390000.0
5.0,1.75,2840.0,10220,1.0,0,0,4,7,630,47.764,-122.36,9750,60,0,0,0,1,0,462000.0
2.0,1.0,1010.0,5200,1.0,0,0,3,7,0,47.4166,-122.323,7500,59,0,0,0,0,0,174500.0
2.0,1.0,1210.0,7140,1.5,0,0,3,6,0,47.7225,-122.349,7376,94,0,1,0,0,0,305000.0
5.0,1.75,1720.0,14040,1.0,0,0,4,8,570,47.7365,-122.339,7800,59,0,1,0,0,0,449000.0
3.0,2.0,2710.0,5000,2.0,0,0,3,6,0,47.5188,-122.373,5000,63,0,1,0,0,0,260000.0
4.0,2.5,3110.0,6142,2.0,0,0,3,9,0,47.701,-122.111,6826,10,0,0,0,1,0,751000.0
2.0,1.0,1250.0,9270,1.0,0,0,4,7,0,47.7284,-122.339,6800,67,0,1,0,0,0,370037.0
3.0,1.75,1900.0,8910,2.0,0,0,4,7,0,47.2769,-122.145,8586,26,0,1,0,0,0,229950.0
3.0,1.75,1740.0,7682,1.0,0,0,3,8,410,47.4451,-122.126,8820,37,0,1,0,0,0,349000.0
4.0,2.5,2070.0,3808,2.0,0,0,3,8,0,47.4498,-122.12,2992,12,0,1,0,0,0,348000.0
3.0,3.25,3030.0,5600,2.0,0,2,3,9,810,47.5978,-122.292,6600,110,1,0,1,0,0,1220000.0
4.0,3.0,3610.0,18948,2.0,0,0,3,10,0,47.2911,-122.342,18948,22,0,0,0,0,0,510000.0
3.0,1.5,1520.0,6805,1.0,0,0,4,7,480,47.2907,-122.367,7041,34,0,0,0,0,0,265000.0
3.0,2.75,2780.0,4815,3.0,0,2,3,10,0,47.6569,-122.286,5000,40,0,0,0,0,1,1250000.0
4.0,3.625,4234.5,19160,2.0,0,0,3,11,1940,47.676,-121.882,871200,12,0,0,1,0,0,937500.0
3.0,1.75,2590.0,8384,1.0,0,0,4,8,1000,47.7739,-122.199,8800,43,0,0,1,0,0,485000.0
4.0,1.0,1150.0,5217,1.5,0,0,3,7,0,47.6806,-122.287,5217,64,0,0,0,1,0,489000.0
2.0,1.0,920.0,5120,1.0,0,0,5,7,0,47.5569,-122.394,5120,63,0,0,1,0,0,400000.0
3.0,2.5,2110.0,3600,2.0,0,0,3,9,0,47.665,-122.082,4384,9,0,0,0,1,0,638000.0
3.0,1.75,1170.0,8740,1.0,0,0,4,7,0,47.6849,-122.117,8448,46,0,0,0,1,0,440000.0
5.5,2.0,1900.0,8240,1.0,0,0,2,7,700,47.7037,-122.296,8240,50,0,0,1,0,0,305000.0
5.5,2.0,1900.0,8240,1.0,0,0,2,7,700,47.7037,-122.296,8240,51,0,0,1,0,0,649950.0
4.0,2.5,3290.0,6012,2.0,0,0,3,9,0,47.5961,-121.98,6005,10,0,0,0,0,1,680000.0
4.0,2.5,2660.0,19160,2.0,0,0,3,9,0,47.4911,-122.125,21111,18,0,0,1,0,0,629000.0
3.0,2.5,2160.0,7584,2.0,0,0,3,8,0,47.5751,-122.014,7372,26,0,0,0,1,0,555000.0
4.0,2.75,2700.0,19160,2.0,0,0,5,8,0,47.7628,-122.094,35915,38,0,0,0,0,1,669000.0
3.0,2.5,1980.0,6608,2.0,0,0,3,8,0,47.2642,-122.213,7495,20,0,1,0,0,0,272000.0
4.0,2.25,2600.0,9900,1.0,0,0,3,7,1000,47.4881,-122.237,11250,49,0,0,0,0,0,270000.0
3.0,1.0,1280.0,9775,1.0,0,0,3,6,0,47.3262,-122.334,8750,51,0,0,0,0,0,215000.0
3.0,1.5,1710.0,17707,1.0,0,0,4,7,530,47.5393,-122.216,9508,68,0,0,0,0,1,690000.0
4.0,1.75,1270.0,6825,1.0,0,2,3,7,0,47.5051,-122.242,6930,65,0,0,0,0,0,256000.0
3.0,2.25,1890.0,7314,1.0,0,0,3,7,790,47.4121,-122.172,7676,34,0,0,0,0,0,255000.0
5.5,3.625,3440.0,8100,2.0,0,0,3,7,0,47.6981,-122.349,1560,44,0,0,0,1,0,550000.0
3.0,1.0,1190.0,5280,1.0,0,0,4,7,0,47.5131,-122.383,5280,58,0,0,0,0,0,410000.0
2.0,1.0,1030.0,4366,1.0,0,0,3,7,0,47.5311,-122.384,4499,102,0,0,1,0,0,410000.0
3.0,1.75,1240.0,4000,1.0,0,0,3,7,0,47.4728,-122.191,4586,28,0,0,0,0,0,259000.0
3.0,1.0,1730.0,19160,1.0,0,0,3,7,700,47.5024,-122.332,13000,60,0,0,0,0,0,292000.0
4.0,3.5,4234.5,12500,2.0,0,2,3,11,0,47.6508,-122.203,11538,11,0,0,0,0,1,1648000.0
5.0,1.0,1590.0,5000,1.5,0,0,3,7,400,47.5752,-122.381,5000,85,0,0,0,1,0,518000.0
3.0,2.5,1760.0,3097,2.0,0,0,3,8,0,47.5764,-121.996,3285,23,0,0,0,1,0,485000.0
3.0,2.0,1330.0,19160,1.0,0,0,3,7,0,47.3128,-122.13,35100,26,0,1,0,0,0,259500.0
4.0,2.5,2340.0,5420,2.0,0,0,3,8,0,47.3773,-122.029,6252,12,0,1,0,0,0,354000.0
3.0,2.25,3740.0,19160,2.0,0,0,5,8,1410,47.6354,-122.196,19564,49,0,0,0,0,1,999950.0
3.0,1.75,1150.0,10466,1.0,0,0,5,7,0,47.5531,-122.177,10384,55,0,0,0,0,1,464500.0
3.0,2.5,1750.0,4200,2.0,0,0,3,7,0,47.3605,-122.04,4048,9,0,1,0,0,0,300000.0
3.0,2.75,3890.0,7216,2.0,0,1,3,8,630,47.5445,-122.266,9920,47,1,1,0,0,0,1080000.0
4.0,2.5,1770.0,6666,2.0,0,0,3,7,0,47.2877,-122.349,6666,25,0,0,0,0,0,309950.0
3.0,1.0,1160.0,3700,1.5,0,0,3,7,0,47.5651,-122.359,3750,105,0,1,0,0,0,315000.0
3.0,1.0,1440.0,5580,1.5,0,0,3,7,0,47.6898,-122.326,5580,106,0,0,0,1,0,499950.0
4.0,2.0,2600.0,4800,1.0,0,2,3,8,1200,47.637,-122.371,3505,61,0,0,0,0,1,780000.0
3.0,3.25,2640.0,16090,1.0,0,2,4,8,680,47.5374,-122.213,15000,38,0,0,0,0,1,885000.0
2.0,1.0,1010.0,3885,1.5,0,0,4,7,0,47.6224,-122.304,4200,108,1,0,0,0,1,500000.0
3.0,2.0,1840.0,6755,1.0,0,2,3,8,0,47.3512,-122.305,6459,25,0,0,0,0,0,329000.0
4.0,1.75,1720.0,7455,1.0,0,0,4,7,700,47.4669,-122.182,7700,51,0,1,0,0,0,246000.0
3.0,1.5,1280.0,9600,1.0,0,0,4,7,0,47.6922,-122.163,10005,54,0,0,0,0,1,405000.0
4.0,1.75,1700.0,7800,1.0,0,0,5,7,580,47.4801,-122.158,7800,33,0,0,1,0,0,349000.0
4.0,2.5,1980.0,12062,2.0,0,0,3,8,0,47.4038,-122.167,7902,23,0,0,0,0,0,374950.0
3.0,2.0,1160.0,7217,1.0,0,0,3,7,0,47.7279,-122.227,9104,45,0,0,1,0,0,306000.0
4.0,1.75,1980.0,7840,1.0,0,0,4,7,990,47.6226,-122.115,8400,53,0,0,0,1,0,416000.0
3.0,2.5,1960.0,12476,2.0,0,0,4,8,0,47.5315,-122.172,12177,25,0,1,0,0,0,560000.0
3.0,1.5,1270.0,19160,1.0,0,0,2,7,120,47.7576,-122.296,15000,66,0,1,0,0,0,260000.0
3.0,2.25,2060.0,19160,1.0,0,0,4,8,500,47.2752,-122.319,60513,36,0,0,0,0,0,306500.0
3.0,1.75,1980.0,11274,1.0,0,0,4,7,500,47.4474,-122.167,8010,46,0,1,0,0,0,299950.0
3.0,2.5,1450.0,8977,1.0,0,0,3,8,0,47.2576,-122.214,8850,25,0,1,0,0,0,265500.0
3.0,1.5,1200.0,12000,1.0,0,0,3,7,0,47.268,-122.245,9405,28,0,0,0,0,0,219000.0
3.0,1.75,1830.0,17349,1.0,0,0,3,8,600,47.7427,-122.109,11694,38,0,0,1,0,0,365000.0
3.0,2.0,2090.0,19160,1.5,0,0,3,7,0,47.3497,-121.944,18276,55,1,1,0,0,0,499000.0
3.0,1.75,1510.0,8301,1.0,0,0,3,7,0,47.7243,-122.222,7910,47,0,0,1,0,0,366000.0
3.0,2.25,1310.0,1264,3.0,0,0,3,8,0,47.6987,-122.366,2183,1,0,0,1,0,0,514950.0
4.0,2.75,3790.0,10669,2.0,0,0,3,10,0,47.5976,-121.983,11634,15,0,0,0,0,1,875000.0
3.0,2.25,2240.0,8800,1.0,0,0,5,8,0,47.5937,-122.172,8800,58,0,0,0,0,1,831000.0
4.0,3.25,2740.0,7266,2.0,0,0,3,9,680,47.5346,-122.066,6546,11,0,0,0,1,0,689900.0
3.0,2.5,1660.0,10763,2.0,0,0,3,7,0,47.3812,-122.029,7983,20,0,1,0,0,0,315000.0
3.0,2.25,2460.0,8049,2.0,0,0,3,8,0,47.4095,-122.168,8050,25,0,0,0,0,0,355000.0
3.0,1.0,1480.0,7284,1.0,0,0,3,7,510,47.7757,-122.353,7920,51,0,1,0,0,0,336500.0
3.0,2.75,2640.0,4050,1.5,0,0,5,8,890,47.6332,-122.281,3600,88,0,0,0,0,1,1100000.0
5.5,2.0,1900.0,8057,1.0,0,0,4,7,730,47.762,-122.335,8626,55,0,1,0,0,0,375000.0
3.0,2.0,2860.0,19160,1.0,0,0,3,9,1160,47.7718,-121.904,13648,29,0,0,1,0,0,289275.0
4.0,3.5,3440.0,6000,2.0,0,0,4,8,0,47.4077,-122.331,7800,12,0,0,0,0,0,455000.0
3.0,1.75,1640.0,10695,1.0,0,2,3,8,0,47.7145,-122.222,9775,39,0,0,1,0,0,505000.0
3.0,1.0,1450.0,3350,1.5,0,0,4,7,0,47.5607,-122.378,4255,95,0,1,0,0,0,450000.0
3.0,2.5,2300.0,7398,2.0,0,0,3,8,0,47.5369,-121.876,6983,13,0,0,1,0,0,567500.0
3.0,1.5,1460.0,8505,1.0,0,0,4,7,0,47.4402,-122.195,8505,59,0,0,0,0,0,265000.0
3.0,2.0,1570.0,14992,1.0,0,0,3,8,0,47.6965,-121.922,15000,13,0,0,1,0,0,340000.0
3.0,2.0,1540.0,8885,1.5,0,0,5,6,0,47.7403,-121.984,5000,76,0,0,1,0,0,375000.0
5.5,3.0,3300.0,4218,2.0,0,0,3,8,1100,47.6557,-122.344,4218,44,0,0,0,1,0,920000.0
4.0,2.25,2130.0,11843,2.0,0,0,4,9,0,47.5358,-122.225,11643,42,0,0,0,0,1,850000.0
3.0,1.0,1010.0,9750,1.0,0,0,5,7,0,47.3244,-122.144,9750,45,0,0,0,0,0,202000.0
4.0,3.0,2420.0,12000,1.0,0,0,3,9,0,47.7267,-122.063,13020,30,0,0,0,0,1,725000.0
3.0,3.25,3870.0,19160,2.0,0,0,3,10,720,47.5589,-122.117,10750,24,0,0,0,0,1,900000.0
2.0,1.5,1960.0,6000,1.0,0,0,3,8,750,47.6849,-122.333,6000,64,0,0,0,1,0,680200.0
3.0,1.0,1170.0,9000,1.0,0,0,4,6,0,47.2109,-121.987,8160,97,0,0,0,0,0,216500.0
3.0,1.5,1890.0,7650,1.0,0,0,5,7,0,47.3454,-122.314,7560,48,0,0,0,0,0,325000.0
3.0,2.5,2250.0,4134,2.0,0,0,3,9,0,47.6651,-122.084,4134,10,0,0,0,1,0,675000.0
2.0,0.75,750.0,16321,1.0,0,1,3,4,0,47.6985,-122.229,10625,79,0,0,1,0,0,435000.0
3.0,1.75,1610.0,14000,1.0,0,0,4,7,560,47.3429,-122.036,10080,38,0,1,0,0,0,263500.0
4.0,2.25,2590.0,19160,2.0,0,0,3,8,0,47.769,-122.094,35657,37,0,0,0,0,1,550000.0
3.0,2.5,2520.0,3750,2.0,0,1,4,9,0,47.5671,-122.404,6200,20,0,0,0,1,0,875000.0
4.0,1.0,1340.0,8400,1.0,0,0,5,7,0,47.3313,-122.343,8400,49,0,0,0,0,0,246600.0
3.0,2.25,1460.0,941,3.0,0,0,3,8,0,47.7145,-122.356,1399,8,0,1,0,0,0,337000.0
3.0,1.75,1380.0,7500,1.0,0,0,3,7,0,47.3628,-122.045,7500,26,0,1,0,0,0,240000.0
3.0,1.75,1510.0,11120,1.0,0,0,4,8,0,47.5931,-122.158,10800,30,0,0,0,0,1,490000.0
5.0,2.5,2510.0,19160,1.0,0,0,4,7,1250,47.4576,-121.984,46431,39,0,0,0,1,0,510000.0
3.0,1.0,910.0,8008,1.0,0,0,3,7,0,47.726,-122.22,7404,44,0,0,1,0,0,305000.0
3.0,2.5,1970.0,3655,2.0,0,0,3,7,0,47.7453,-121.984,2952,12,0,0,1,0,0,350000.0
3.0,1.75,1540.0,6632,1.0,0,0,3,7,470,47.4973,-122.252,6618,56,0,0,0,0,0,284200.0
4.0,2.5,1980.0,9757,2.0,0,0,5,7,0,47.3675,-122.019,6147,20,0,1,0,0,0,357000.0
4.0,2.75,3150.0,19160,1.0,0,0,3,10,670,47.7302,-122.106,35880,28,0,0,0,1,0,854000.0
4.0,2.5,4234.5,19160,2.0,0,0,3,10,0,47.5878,-122.022,49658,16,0,0,0,0,1,1175000.0
3.0,2.25,2300.0,15952,1.0,0,0,4,8,1150,47.6322,-122.232,14284,51,0,0,0,0,1,1000000.0
4.0,2.25,1880.0,3000,2.0,0,0,3,8,120,47.6864,-122.349,3000,105,1,0,0,1,0,616500.0
4.0,2.75,2640.0,3750,2.0,0,0,5,7,800,47.6783,-122.363,5000,103,0,0,1,0,0,750000.0
5.5,3.625,3900.0,9100,2.0,0,0,3,8,1030,47.6612,-122.137,9216,35,0,0,0,1,0,650000.0
4.0,2.25,2670.0,10050,1.0,0,0,4,8,1250,47.3792,-122.28,10050,52,0,0,0,0,0,275000.0
4.0,1.75,1840.0,4280,1.0,0,0,4,7,920,47.6681,-122.32,4280,96,0,0,0,0,1,540000.0
3.0,1.0,1120.0,10665,1.0,0,0,4,6,0,47.2886,-122.274,10639,53,0,0,0,0,0,225000.0
4.0,2.5,2970.0,9072,2.0,0,0,3,10,0,47.562,-122.114,8729,24,0,0,0,0,1,845000.0
3.0,2.25,1410.0,7740,1.0,0,0,5,6,0,47.523,-122.371,7740,92,0,1,0,0,0,490000.0
4.0,2.5,3060.0,8167,2.0,0,0,3,9,0,47.5521,-121.989,4800,9,0,0,0,1,0,753000.0
3.0,1.75,2490.0,7210,1.0,0,0,3,7,1200,47.726,-122.198,7210,43,0,0,1,0,0,475000.0
1.5,0.75,840.0,7203,1.5,0,0,3,6,0,47.4756,-122.301,8603,65,0,0,0,0,0,124000.0
1.5,0.75,840.0,7203,1.5,0,0,3,6,0,47.4756,-122.301,8603,66,0,0,0,0,0,224000.0
2.0,1.0,1130.0,3800,1.0,0,0,4,7,0,47.6862,-122.378,3800,98,0,0,1,0,0,485000.0
4.0,1.75,1850.0,6000,1.0,0,0,4,6,580,47.4923,-122.247,6600,70,0,0,0,0,0,230000.0
4.0,2.75,2330.0,14175,1.0,0,0,3,7,530,47.4193,-122.194,10125,34,0,0,0,0,0,372000.0
4.0,2.5,1880.0,9426,2.0,0,0,4,7,0,47.3584,-122.089,7040,25,0,0,0,0,0,306000.0
